intake_key;axis;inner_effect_state;mcm_preview_symbol;base_quality;probe_quality;comparison_state;base_events;probe_events;base_balance;probe_balance;balance_delta;base_strain;probe_strain;base_fieldinput;probe_fieldinput;fieldinput_delta
hoeren_hin|inner_effect_stable|dio_mcm_episode_1hdpu9s;hoeren_hin;inner_effect_stable;dio_mcm_episode_1hdpu9s;young_intake_trace;young_intake_trace;quality_reproduced;90;398;0.571125;0.581988;0.010862999999999956;0.133837;0.131206;0.061637;0.057656;-0.003980999999999998
feldinput|inner_effect_stable|dio_mcm_episode_0e7qvj1;feldinput;inner_effect_stable;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;316;356;0.448111;0.460492;0.012381000000000031;0.179825;0.176971;0.209469;0.212789;0.0033200000000000174
sehen_fokus|inner_effect_stable|dio_mcm_episode_1hdpu9s;sehen_fokus;inner_effect_stable;dio_mcm_episode_1hdpu9s;young_intake_trace;young_intake_trace;quality_reproduced;78;343;0.555753;0.559579;0.003825999999999996;0.136148;0.136164;0.092849;0.098663;0.005814
feldinput|inner_effect_carried_unrest|dio_mcm_episode_0e7qvj1;feldinput;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;191;225;0.333068;0.358265;0.025197000000000025;0.230262;0.221947;0.289867;0.285558;-0.004309000000000007
hoeren_hin|inner_effect_stable|dio_mcm_episode_1rxdw4p;hoeren_hin;inner_effect_stable;dio_mcm_episode_1rxdw4p;young_intake_trace;young_intake_trace;quality_reproduced;4;203;0.528975;0.584576;0.05560100000000001;0.150324;0.130491;0.069449;0.056224;-0.013224999999999994
sehen_fokus|inner_effect_stable|dio_mcm_episode_1rxdw4p;sehen_fokus;inner_effect_stable;dio_mcm_episode_1rxdw4p;young_intake_trace;young_intake_trace;quality_reproduced;7;173;0.5544;0.563569;0.009168999999999983;0.133766;0.135561;0.084881;0.095844;0.010963
hoeren_leise|inner_effect_carried_unrest|dio_mcm_episode_0e7qvj1;hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;138;151;0.401284;0.417555;0.016271000000000035;0.20422;0.200082;0.212461;0.210907;-0.0015539999999999998
ausgeglichen|inner_effect_stable|dio_mcm_episode_1hdpu9s;ausgeglichen;inner_effect_stable;dio_mcm_episode_1hdpu9s;young_intake_trace;young_intake_trace;quality_reproduced;29;149;0.528269;0.538137;0.009867999999999988;0.15266;0.150597;0.121089;0.116459;-0.004630000000000009
fuehlen_abstand|inner_effect_carried_unrest|dio_mcm_episode_0e7qvj1;fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;114;138;0.356394;0.383359;0.026965000000000017;0.223903;0.214633;0.222392;0.209055;-0.013337000000000016
feldinput|inner_effect_stable|dio_mcm_episode_1hdpu9s;feldinput;inner_effect_stable;dio_mcm_episode_1hdpu9s;contact_loaded_intake;contact_loaded_intake;quality_reproduced;28;133;0.436183;0.456951;0.02076800000000001;0.18331;0.177298;0.221191;0.210065;-0.011125999999999997
sehen_abstand|inner_effect_stable|dio_mcm_episode_1hdpu9s;sehen_abstand;inner_effect_stable;dio_mcm_episode_1hdpu9s;young_intake_trace;young_intake_trace;quality_reproduced;29;133;0.520536;0.524049;0.0035129999999999884;0.155628;0.155138;0.111846;0.114699;0.0028529999999999944
hoeren_leise|inner_effect_stable|dio_mcm_episode_1hdpu9s;hoeren_leise;inner_effect_stable;dio_mcm_episode_1hdpu9s;young_intake_trace;young_intake_trace;quality_reproduced;23;132;0.48638;0.469932;-0.016447999999999963;0.167038;0.173143;0.164556;0.193042;0.028485999999999984
feldinput|inner_effect_stable|dio_mcm_episode_1rxdw4p;feldinput;inner_effect_stable;dio_mcm_episode_1rxdw4p;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;99;0.419084;0.452734;0.03365000000000001;0.19012;0.178303;0.2015;0.21821;0.016709999999999975
hoeren_leise|inner_effect_stable|dio_mcm_episode_1rxdw4p;hoeren_leise;inner_effect_stable;dio_mcm_episode_1rxdw4p;young_intake_trace;young_intake_trace;quality_reproduced;5;77;0.501362;0.481271;-0.02009099999999997;0.156949;0.168951;0.160101;0.185532;0.02543100000000001
sehen_abstand|inner_effect_stable|dio_mcm_episode_1rxdw4p;sehen_abstand;inner_effect_stable;dio_mcm_episode_1rxdw4p;young_intake_trace;young_intake_trace;quality_reproduced;4;56;0.516373;0.52644;0.010067000000000048;0.152632;0.154405;0.108508;0.113123;0.004615000000000008
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1hdpu9s;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1hdpu9s;young_intake_trace;young_intake_trace;quality_reproduced;18;51;0.465176;0.447898;-0.01727799999999996;0.180889;0.187133;0.119155;0.147167;0.028011999999999995
feldinput|inner_effect_carried_unrest|dio_mcm_episode_1hdpu9s;feldinput;inner_effect_carried_unrest;dio_mcm_episode_1hdpu9s;contact_loaded_intake;contact_loaded_intake;quality_reproduced;13;46;0.33263;0.329372;-0.003257999999999983;0.228555;0.230409;0.290957;0.308808;0.017851000000000006
feldinput|inner_effect_tipping|dio_mcm_episode_0e7qvj1;feldinput;inner_effect_tipping;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;38;42;0.174182;0.165852;-0.008330000000000004;0.301444;0.303898;0.423189;0.452893;0.029704000000000008
feldinput|inner_effect_carried_unrest|dio_mcm_episode_1rxdw4p;feldinput;inner_effect_carried_unrest;dio_mcm_episode_1rxdw4p;contact_loaded_intake;contact_loaded_intake;quality_reproduced;3;30;0.285342;0.322064;0.03672200000000003;0.248206;0.232776;0.324574;0.327869;0.003295000000000048
fuehlen_abstand|inner_effect_tipping|dio_mcm_episode_0e7qvj1;fuehlen_abstand;inner_effect_tipping;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;22;19;0.181203;0.173246;-0.007956999999999992;0.300619;0.30611;0.378471;0.381947;0.003475999999999979
hoeren_leise|inner_effect_carried_unrest|dio_mcm_episode_1hdpu9s;hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_1hdpu9s;contact_loaded_intake;contact_loaded_intake;quality_reproduced;4;19;0.36079;0.40197;0.041179999999999994;0.221878;0.203695;0.240492;0.229012;-0.011480000000000018
feldinput|inner_effect_stable|dio_mcm_episode_1jx2k4i;feldinput;inner_effect_stable;dio_mcm_episode_1jx2k4i;contact_loaded_intake;contact_loaded_intake;quality_reproduced;54;18;0.448371;0.429187;-0.019184000000000034;0.17816;0.186772;0.201107;0.20721;0.006102999999999997
hoeren_leise|inner_effect_stable|dio_mcm_episode_1jx2k4i;hoeren_leise;inner_effect_stable;dio_mcm_episode_1jx2k4i;young_intake_trace;young_intake_trace;quality_reproduced;45;17;0.459407;0.445259;-0.014147999999999994;0.175402;0.179389;0.187104;0.171751;-0.015353000000000006
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1rxdw4p;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1rxdw4p;young_intake_trace;young_intake_trace;quality_reproduced;2;12;0.48055;0.469241;-0.011308999999999958;0.164675;0.177766;0.117738;0.124695;0.006957000000000005
feldinput|inner_effect_tipping|dio_mcm_episode_1hdpu9s;feldinput;inner_effect_tipping;dio_mcm_episode_1hdpu9s;contact_loaded_intake;contact_loaded_intake;quality_reproduced;3;10;0.197532;0.163272;-0.03426000000000001;0.28744;0.303755;0.413185;0.451635;0.038449999999999984
fuehlen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1hdpu9s;fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1hdpu9s;contact_loaded_intake;contact_loaded_intake;quality_reproduced;4;10;0.346285;0.356114;0.009828999999999977;0.226214;0.22115;0.234414;0.268473;0.034059000000000006
hoeren_hin|inner_effect_stable|dio_mcm_episode_1q3us3f;hoeren_hin;inner_effect_stable;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;50;9;0.581305;0.580376;-0.0009289999999999576;0.132104;0.130795;0.05791;0.054349;-0.0035610000000000017
sehen_abstand|inner_effect_tipping|dio_mcm_episode_0e7qvj1;sehen_abstand;inner_effect_tipping;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;9;0.236465;0.214238;-0.022226999999999997;0.285182;0.293878;0.228757;0.263478;0.034721
sehen_fokus|inner_effect_stable|dio_mcm_episode_1ahj81f;sehen_fokus;inner_effect_stable;dio_mcm_episode_1ahj81f;young_intake_trace;young_intake_trace;quality_reproduced;57;8;0.541784;0.516047;-0.02573700000000001;0.13841;0.146199;0.089062;0.101096;0.012034000000000003
feldinput|inner_effect_carried_unrest|dio_mcm_episode_1jx2k4i;feldinput;inner_effect_carried_unrest;dio_mcm_episode_1jx2k4i;contact_loaded_intake;contact_loaded_intake;quality_reproduced;24;7;0.31146;0.291126;-0.02033400000000002;0.238033;0.245036;0.306683;0.323879;0.01719599999999999
hoeren_hin|inner_effect_stable|dio_mcm_episode_18n06fj;hoeren_hin;inner_effect_stable;dio_mcm_episode_18n06fj;young_intake_trace;young_intake_trace;quality_reproduced;1;6;0.548248;0.587458;0.03921000000000008;0.134015;0.122418;0.075972;0.057829;-0.018143
sehen_fokus|inner_effect_stable|dio_mcm_episode_0aztxel;sehen_fokus;inner_effect_stable;dio_mcm_episode_0aztxel;young_intake_trace;young_intake_trace;quality_reproduced;1;5;0.545326;0.547497;0.002171000000000034;0.147215;0.139192;0.092207;0.098261;0.006054000000000004
sehen_fokus|inner_effect_stable|dio_mcm_episode_0hjnwsk;sehen_fokus;inner_effect_stable;dio_mcm_episode_0hjnwsk;young_intake_trace;young_intake_trace;quality_reproduced;1;5;0.514122;0.553927;0.03980499999999998;0.146835;0.133686;0.141144;0.104152;-0.036992
sehen_fokus|inner_effect_stable|dio_mcm_episode_1q3us3f;sehen_fokus;inner_effect_stable;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;32;5;0.561821;0.575878;0.014056999999999986;0.134967;0.125933;0.100047;0.078948;-0.021098999999999993
ausgeglichen|inner_effect_stable|dio_mcm_episode_0z748ck;ausgeglichen;inner_effect_stable;dio_mcm_episode_0z748ck;young_intake_trace;young_intake_trace;quality_reproduced;4;4;0.51393;0.532726;0.018796000000000035;0.163445;0.153982;0.12148;0.108724;-0.012756000000000003
feldinput|inner_effect_strained|dio_mcm_episode_0tre8bg;feldinput;inner_effect_strained;dio_mcm_episode_0tre8bg;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;4;0.09872;0.081274;-0.017446000000000003;0.333002;0.341698;0.514548;0.527826;0.013278000000000012
fuehlen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1jx2k4i;fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1jx2k4i;contact_loaded_intake;contact_loaded_intake;quality_reproduced;4;4;0.358031;0.289925;-0.068106;0.218932;0.247086;0.243849;0.314899;0.07104999999999997
hoeren_hin|inner_effect_stable|dio_mcm_episode_1ahj81f;hoeren_hin;inner_effect_stable;dio_mcm_episode_1ahj81f;young_intake_trace;young_intake_trace;quality_reproduced;42;4;0.552513;0.570177;0.017664000000000013;0.137976;0.124627;0.06866;0.068107;-0.0005529999999999979
hoeren_leise|inner_effect_carried_unrest|dio_mcm_episode_1jx2k4i;hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_1jx2k4i;contact_loaded_intake;contact_loaded_intake;quality_reproduced;19;4;0.393961;0.33338;-0.060580999999999996;0.207142;0.22892;0.202602;0.258581;0.055979
sehen_abstand|inner_effect_stable|dio_mcm_episode_0z748ck;sehen_abstand;inner_effect_stable;dio_mcm_episode_0z748ck;young_intake_trace;young_intake_trace;quality_reproduced;2;4;0.553257;0.527914;-0.025343000000000004;0.138182;0.152747;0.073347;0.105559;0.032212000000000005
sehen_fokus|inner_effect_stable|dio_mcm_episode_0jbl5pq;sehen_fokus;inner_effect_stable;dio_mcm_episode_0jbl5pq;young_intake_trace;young_intake_trace;quality_reproduced;2;4;0.578829;0.552464;-0.026365000000000083;0.119815;0.145588;0.07755;0.098959;0.02140900000000001
sehen_fokus|inner_effect_stable|dio_mcm_episode_0l3i7ey;sehen_fokus;inner_effect_stable;dio_mcm_episode_0l3i7ey;young_intake_trace;young_intake_trace;quality_reproduced;1;4;0.550795;0.568416;0.017620999999999998;0.147968;0.132825;0.087329;0.098525;0.011195999999999998
sehen_fokus|inner_effect_stable|dio_mcm_episode_0lne9ax;sehen_fokus;inner_effect_stable;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;2;4;0.52999;0.528324;-0.0016659999999999453;0.141383;0.15277;0.103062;0.109888;0.006825999999999999
hoeren_leise|inner_effect_carried_unrest|dio_mcm_episode_0mji3u6;hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_0mji3u6;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;3;0.374327;0.400581;0.026254;0.214332;0.207894;0.215837;0.216162;0.00032499999999999196
sehen_abstand|inner_effect_stable|dio_mcm_episode_0aztxel;sehen_abstand;inner_effect_stable;dio_mcm_episode_0aztxel;young_intake_trace;young_intake_trace;quality_reproduced;1;3;0.520597;0.515842;-0.004754999999999954;0.158481;0.160628;0.129896;0.119468;-0.010428000000000007
sehen_fokus|inner_effect_stable|dio_mcm_episode_0y1i8dq;sehen_fokus;inner_effect_stable;dio_mcm_episode_0y1i8dq;young_intake_trace;young_intake_trace;quality_reproduced;2;3;0.490117;0.5144;0.024282999999999944;0.156229;0.15013;0.14562;0.134297;-0.011323
ausgeglichen|inner_effect_carried_unrest|dio_mcm_episode_1jx2k4i;ausgeglichen;inner_effect_carried_unrest;dio_mcm_episode_1jx2k4i;young_intake_trace;young_intake_trace;quality_reproduced;2;2;0.462906;0.457256;-0.005649999999999988;0.17613;0.176743;0.125265;0.116522;-0.008742999999999987
ausgeglichen|inner_effect_stable|dio_mcm_episode_0lne9ax;ausgeglichen;inner_effect_stable;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.496249;0.550409;0.05416000000000004;0.162498;0.145316;0.120327;0.108406;-0.011921000000000001
ausgeglichen|inner_effect_stable|dio_mcm_episode_0qzjuvj;ausgeglichen;inner_effect_stable;dio_mcm_episode_0qzjuvj;young_intake_trace;young_intake_trace;quality_reproduced;2;2;0.541255;0.553383;0.012127999999999917;0.152276;0.141635;0.104679;0.104015;-0.0006639999999999979
ausgeglichen|inner_effect_stable|dio_mcm_episode_1q3us3f;ausgeglichen;inner_effect_stable;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;19;2;0.539997;0.526372;-0.013624999999999998;0.149699;0.156272;0.118267;0.12788;0.009612999999999997
feldinput|inner_effect_carried_unrest|dio_mcm_episode_0z748ck;feldinput;inner_effect_carried_unrest;dio_mcm_episode_0z748ck;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;2;0.368589;0.374655;0.006066000000000016;0.216241;0.219999;0.203203;0.240556;0.037353
feldinput|inner_effect_stable|dio_mcm_episode_0ldenly;feldinput;inner_effect_stable;dio_mcm_episode_0ldenly;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.457436;0.51362;0.056183999999999956;0.177018;0.173723;0.199957;0.169149;-0.030808000000000002
feldinput|inner_effect_strained|dio_mcm_episode_0kluhxc;feldinput;inner_effect_strained;dio_mcm_episode_0kluhxc;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;2;0.109009;0.109253;0.0002440000000000081;0.331583;0.332463;0.471459;0.459674;-0.01178499999999999
feldinput|inner_effect_tipping|dio_mcm_episode_1jx2k4i;feldinput;inner_effect_tipping;dio_mcm_episode_1jx2k4i;contact_loaded_intake;contact_loaded_intake;quality_reproduced;6;2;0.193625;0.140535;-0.05309;0.29193;0.314044;0.403924;0.470163;0.06623899999999999
fuehlen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1ahj81f;fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1ahj81f;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;2;0.300923;0.289542;-0.011380999999999974;0.248894;0.247091;0.240038;0.30581;0.06577200000000002
fuehlen_abstand|inner_effect_strained|dio_mcm_episode_19a388p;fuehlen_abstand;inner_effect_strained;dio_mcm_episode_19a388p;contact_loaded_intake;contact_loaded_intake;quality_reproduced;3;2;0.026999;0.036105;0.009106;0.370009;0.367082;0.533649;0.520574;-0.013075000000000059
hoeren_hin|inner_effect_stable|dio_mcm_episode_0ac3vc1;hoeren_hin;inner_effect_stable;dio_mcm_episode_0ac3vc1;young_intake_trace;young_intake_trace;quality_reproduced;2;2;0.538325;0.56437;0.026044999999999985;0.141305;0.136224;0.091077;0.062231;-0.028846000000000004
hoeren_hin|inner_effect_stable|dio_mcm_episode_0aztxel;hoeren_hin;inner_effect_stable;dio_mcm_episode_0aztxel;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.529329;0.577495;0.04816599999999993;0.150277;0.137159;0.094162;0.04788;-0.046282
hoeren_hin|inner_effect_stable|dio_mcm_episode_0lne9ax;hoeren_hin;inner_effect_stable;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;2;2;0.54438;0.545081;0.0007010000000000627;0.140551;0.152713;0.08555;0.092792;0.0072419999999999984
hoeren_leise|inner_effect_stable|dio_mcm_episode_1q3us3f;hoeren_leise;inner_effect_stable;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;20;2;0.480392;0.478646;-0.0017459999999999698;0.168849;0.164565;0.181191;0.188476;0.007285000000000014
sehen_abstand|inner_effect_stable|dio_mcm_episode_00dz86x;sehen_abstand;inner_effect_stable;dio_mcm_episode_00dz86x;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.485343;0.468003;-0.017340000000000022;0.160607;0.169262;0.088689;0.151139;0.06244999999999999
sehen_abstand|inner_effect_stable|dio_mcm_episode_0lne9ax;sehen_abstand;inner_effect_stable;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;5;2;0.536102;0.512277;-0.023824999999999985;0.141438;0.163838;0.094428;0.133469;0.039041000000000006
sehen_abstand|inner_effect_stable|dio_mcm_episode_0qzjuvj;sehen_abstand;inner_effect_stable;dio_mcm_episode_0qzjuvj;young_intake_trace;young_intake_trace;quality_reproduced;2;2;0.530272;0.493944;-0.03632799999999997;0.144856;0.172882;0.10861;0.144632;0.03602200000000001
sehen_abstand|inner_effect_stable|dio_mcm_episode_1q3us3f;sehen_abstand;inner_effect_stable;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;12;2;0.518128;0.504981;-0.01314700000000002;0.155773;0.159153;0.110769;0.146427;0.035657999999999995
sehen_fokus|inner_effect_stable|dio_mcm_episode_1aavr7r;sehen_fokus;inner_effect_stable;dio_mcm_episode_1aavr7r;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.516592;0.596377;0.079785;0.147543;0.116542;0.167419;0.063796;-0.103623
sehen_fokus|inner_effect_stable|dio_mcm_episode_1omwzzf;sehen_fokus;inner_effect_stable;dio_mcm_episode_1omwzzf;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.580841;0.554147;-0.026694000000000107;0.112172;0.135908;0.082951;0.074538;-0.008413000000000004
ausgeglichen|inner_effect_stable|dio_mcm_episode_1ahj81f;ausgeglichen;inner_effect_stable;dio_mcm_episode_1ahj81f;young_intake_trace;young_intake_trace;quality_reproduced;16;1;0.52114;0.505275;-0.015865000000000018;0.152191;0.153827;0.116252;0.12883;0.012578000000000006
feldinput|inner_effect_stable|dio_mcm_episode_0aztxel;feldinput;inner_effect_stable;dio_mcm_episode_0aztxel;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.465686;0.385185;-0.08050099999999999;0.171323;0.208347;0.184442;0.192137;0.007695000000000007
feldinput|inner_effect_stable|dio_mcm_episode_0insmke;feldinput;inner_effect_stable;dio_mcm_episode_0insmke;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.51105;0.503348;-0.007701999999999987;0.161041;0.152818;0.16795;0.179458;0.011508000000000018
feldinput|inner_effect_stable|dio_mcm_episode_1y26981;feldinput;inner_effect_stable;dio_mcm_episode_1y26981;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.416895;0.372978;-0.04391700000000004;0.189591;0.210335;0.204764;0.230984;0.026219999999999993
feldinput|inner_effect_strained|dio_mcm_episode_0kvu3mb;feldinput;inner_effect_strained;dio_mcm_episode_0kvu3mb;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;1;0.083667;0.073326;-0.010341000000000003;0.344875;0.348243;0.503016;0.524068;0.02105199999999996
fuehlen_abstand|inner_effect_carried_unrest|dio_mcm_episode_0clehbn;fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0clehbn;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.261452;0.322023;0.060570999999999986;0.262162;0.244671;0.346774;0.229478;-0.11729600000000004
fuehlen_abstand|inner_effect_strained|dio_mcm_episode_1871pif;fuehlen_abstand;inner_effect_strained;dio_mcm_episode_1871pif;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.098646;0.084678;-0.013967999999999994;0.338278;0.343314;0.451366;0.475843;0.024477000000000027
fuehlen_abstand|inner_effect_strained|dio_mcm_episode_19cadje;fuehlen_abstand;inner_effect_strained;dio_mcm_episode_19cadje;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;1;0.038892;0.055508;0.016616;0.36719;0.360103;0.490175;0.470872;-0.019303000000000015
