source,target,relation,edge_kind,count,worlds,duration_avg,exit_rekopplung_delta_avg,exit_strain_delta_avg,exit_phase
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,austritt,bruecke_zu_bruecke,23,5,42.347826,0.002303,-0.012668,rekoppelnder_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,bruecke_zu_bruecke,23,5,47.217391,-0.038477,0.046915,oeffnend_belastender_austritt
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,bruecke_zu_bruecke,19,5,237.736842,-0.036732,-0.012484,gemischter_austritt
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,bruecke_zu_bruecke,19,5,26.473684,-0.055124,0.068123,oeffnend_belastender_austritt
dio_mcm_episode_1jx2k4i,dio_mcm_episode_1joiyc3,eintritt,aussen_zu_bruecke,17,5,203.117647,-0.034954,-0.019077,gemischter_austritt
dio_mcm_episode_1joiyc3,dio_mcm_episode_1jx2k4i,austritt,bruecke_zu_aussen,16,5,58.875,0.015843,-0.022255,rekoppelnder_austritt
dio_mcm_episode_18l3thm,dio_mcm_episode_1q3us3f,austritt,bruecke_zu_aussen,15,3,69.066667,0.007023,-0.014804,rekoppelnder_austritt
dio_mcm_episode_1q3us3f,dio_mcm_episode_18l3thm,eintritt,aussen_zu_bruecke,11,2,41.181818,-0.005185,-0.000616,gemischter_austritt
dio_mcm_episode_0db07p4,dio_mcm_episode_1joiyc3,austritt,bruecke_zu_bruecke,11,5,19.727273,0.037903,-0.045612,rekoppelnder_austritt
dio_mcm_episode_0db07p4,dio_mcm_episode_1joiyc3,eintritt,bruecke_zu_bruecke,11,5,190.0,-0.059079,0.073915,oeffnend_belastender_austritt
dio_mcm_episode_0mji3u6,dio_mcm_episode_0e7qvj1,eintritt,bruecke_zu_bruecke,11,5,683.727273,-0.077492,0.009061,oeffnend_belastender_austritt
dio_mcm_episode_0mji3u6,dio_mcm_episode_0e7qvj1,austritt,bruecke_zu_bruecke,11,5,8.909091,0.00254,-0.004263,rekoppelnder_austritt
dio_mcm_episode_0z748ck,dio_mcm_episode_0e7qvj1,eintritt,aussen_zu_bruecke,10,5,128.1,-0.02494,0.021623,oeffnend_belastender_austritt
dio_mcm_episode_0qzjuvj,dio_mcm_episode_0z748ck,austritt,bruecke_zu_aussen,9,5,2.666667,-0.020162,0.017502,oeffnend_belastender_austritt
dio_mcm_episode_00nzcuc,dio_mcm_episode_0b7nep9,eintritt,aussen_zu_bruecke,8,2,232.25,-0.018757,0.015556,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_1jwnjz4,austritt,bruecke_zu_aussen,7,1,28.285714,-0.003341,0.000688,oeffnend_belastender_austritt
dio_mcm_episode_0jbl5pq,dio_mcm_episode_0qzjuvj,austritt,bruecke_zu_bruecke,7,5,2.142857,0.004324,-0.007347,rekoppelnder_austritt
dio_mcm_episode_0jbl5pq,dio_mcm_episode_0qzjuvj,eintritt,bruecke_zu_bruecke,7,5,3.0,-0.010211,0.012802,oeffnend_belastender_austritt
dio_mcm_episode_0geqqo3,dio_mcm_episode_1xx3u1e,eintritt,aussen_zu_bruecke,6,2,15.0,-0.068096,0.063796,oeffnend_belastender_austritt
dio_mcm_episode_1hdpu9s,dio_mcm_episode_0e7qvj1,eintritt,aussen_zu_bruecke,6,2,14.166667,-0.038872,0.033746,oeffnend_belastender_austritt
dio_mcm_episode_1jwnjz4,dio_mcm_episode_0e7qvj1,eintritt,aussen_zu_bruecke,6,1,10.833333,-0.005031,0.00124,oeffnend_belastender_austritt
dio_mcm_episode_0b7nep9,dio_mcm_episode_00nzcuc,austritt,bruecke_zu_aussen,6,2,3.166667,-0.002783,-0.00111,gemischter_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_1hdpu9s,austritt,bruecke_zu_aussen,6,2,26.666667,-0.005101,-0.001273,gemischter_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_0mji3u6,austritt,bruecke_zu_bruecke,6,4,4.5,-0.023049,0.043685,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_0mji3u6,eintritt,bruecke_zu_bruecke,6,4,6.666667,0.014141,-0.011791,rekoppelnder_austritt
dio_mcm_episode_1joiyc3,dio_mcm_episode_0db07p4,eintritt,bruecke_zu_bruecke,6,4,1.666667,0.049849,-0.065693,rekoppelnder_austritt
dio_mcm_episode_1joiyc3,dio_mcm_episode_0db07p4,austritt,bruecke_zu_bruecke,6,4,5.666667,-0.030455,0.050285,oeffnend_belastender_austritt
dio_mcm_episode_0b7nep9,dio_mcm_episode_0w4x7xs,austritt,bruecke_zu_aussen,5,1,114.4,0.00628,-0.005428,rekoppelnder_austritt
dio_mcm_episode_1xx3u1e,dio_mcm_episode_0geqqo3,austritt,bruecke_zu_aussen,5,1,17.4,-0.080267,0.076993,oeffnend_belastender_austritt
dio_mcm_episode_0hjnwsk,dio_mcm_episode_18n06fj,eintritt,aussen_zu_bruecke,4,3,2.5,-0.022087,0.012807,oeffnend_belastender_austritt
dio_mcm_episode_0lne9ax,dio_mcm_episode_0jbl5pq,eintritt,aussen_zu_bruecke,4,4,2.25,-0.007178,0.014503,oeffnend_belastender_austritt
dio_mcm_episode_0w4x7xs,dio_mcm_episode_0b7nep9,eintritt,aussen_zu_bruecke,4,1,134.5,-0.179455,-0.034284,gemischter_austritt
dio_mcm_episode_1i1sl4l,dio_mcm_episode_0db07p4,eintritt,aussen_zu_bruecke,4,2,24.25,0.018555,-0.02229,rekoppelnder_austritt
dio_mcm_episode_18n06fj,dio_mcm_episode_0mji3u6,eintritt,bruecke_zu_bruecke,4,3,9.5,-0.01539,0.014754,oeffnend_belastender_austritt
dio_mcm_episode_18n06fj,dio_mcm_episode_0mji3u6,austritt,bruecke_zu_bruecke,4,3,3.0,-0.026,0.01644,oeffnend_belastender_austritt
dio_mcm_episode_0hjnwsk,dio_mcm_episode_0qzjuvj,eintritt,aussen_zu_bruecke,2,1,1.5,-0.054992,0.033954,oeffnend_belastender_austritt
dio_mcm_episode_0jlkrep,dio_mcm_episode_0jbl5pq,eintritt,aussen_zu_bruecke,2,2,1.0,0.013844,-0.020402,rekoppelnder_austritt
dio_mcm_episode_0lfde2c,dio_mcm_episode_0e7qvj1,eintritt,aussen_zu_bruecke,2,1,266.5,-0.03427,0.025215,oeffnend_belastender_austritt
dio_mcm_episode_0ykar6i,dio_mcm_episode_0b7nep9,eintritt,aussen_zu_bruecke,2,2,1036.0,-0.172091,0.184253,oeffnend_belastender_austritt
dio_mcm_episode_1f4jh6c,dio_mcm_episode_0b7nep9,eintritt,aussen_zu_bruecke,2,1,14.5,0.012252,-0.012709,rekoppelnder_austritt
dio_mcm_episode_0db07p4,dio_mcm_episode_1i1sl4l,austritt,bruecke_zu_aussen,2,2,3.5,0.029326,-0.039012,rekoppelnder_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_1ggl8cd,austritt,bruecke_zu_aussen,2,2,2011.0,0.031548,-0.036689,rekoppelnder_austritt
dio_mcm_episode_0jbl5pq,dio_mcm_episode_0aztxel,austritt,bruecke_zu_aussen,2,1,1.5,-0.011855,-0.005224,gemischter_austritt
dio_mcm_episode_18n06fj,dio_mcm_episode_0z748ck,austritt,bruecke_zu_aussen,2,2,1.0,0.030174,-0.020157,rekoppelnder_austritt
dio_mcm_episode_1al8fjz,dio_mcm_episode_1y2gc2i,austritt,bruecke_zu_aussen,2,2,2.0,0.006512,-0.009528,rekoppelnder_austritt
dio_mcm_episode_0393v08,dio_mcm_episode_1al8fjz,eintritt,aussen_zu_bruecke,1,1,3.0,0.016111,-0.022852,rekoppelnder_austritt
dio_mcm_episode_04s5k7g,dio_mcm_episode_0db07p4,eintritt,aussen_zu_bruecke,1,1,38.0,-0.040883,0.06131,oeffnend_belastender_austritt
dio_mcm_episode_08ubq99,dio_mcm_episode_05lquqm,eintritt,aussen_zu_bruecke,1,1,2.0,-0.058379,0.06174,oeffnend_belastender_austritt
dio_mcm_episode_0aztxel,dio_mcm_episode_0jbl5pq,eintritt,aussen_zu_bruecke,1,1,1.0,0.020394,-0.017671,rekoppelnder_austritt
dio_mcm_episode_0dsrwv5,dio_mcm_episode_1al8fjz,eintritt,aussen_zu_bruecke,1,1,1.0,-0.026241,0.028258,oeffnend_belastender_austritt
dio_mcm_episode_0l3i7ey,dio_mcm_episode_0jbl5pq,eintritt,aussen_zu_bruecke,1,1,2.0,-0.011234,-0.00113,gemischter_austritt
dio_mcm_episode_0ldenly,dio_mcm_episode_0jbl5pq,eintritt,aussen_zu_bruecke,1,1,3.0,0.046153,-0.02236,rekoppelnder_austritt
dio_mcm_episode_0mqw5s3,dio_mcm_episode_0db07p4,eintritt,aussen_zu_bruecke,1,1,60.0,0.033963,-0.035924,rekoppelnder_austritt
dio_mcm_episode_0nuo9k1,dio_mcm_episode_0db07p4,eintritt,aussen_zu_bruecke,1,1,21.0,0.026216,-0.018712,rekoppelnder_austritt
dio_mcm_episode_0t1ymth,dio_mcm_episode_0db07p4,eintritt,aussen_zu_bruecke,1,1,36.0,0.042089,-0.0418,rekoppelnder_austritt
dio_mcm_episode_0vszw6h,dio_mcm_episode_0jbl5pq,eintritt,aussen_zu_bruecke,1,1,3.0,-0.056261,-0.007059,gemischter_austritt
dio_mcm_episode_0z748ck,dio_mcm_episode_18n06fj,eintritt,aussen_zu_bruecke,1,1,1.0,0.055994,-0.020699,rekoppelnder_austritt
dio_mcm_episode_10b8y4e,dio_mcm_episode_0mji3u6,eintritt,aussen_zu_bruecke,1,1,20.0,0.00465,-0.035167,rekoppelnder_austritt
dio_mcm_episode_17c7qwp,dio_mcm_episode_0b7nep9,eintritt,aussen_zu_bruecke,1,1,1972.0,0.008901,-0.028097,rekoppelnder_austritt
dio_mcm_episode_1b3r4if,dio_mcm_episode_05lquqm,eintritt,aussen_zu_bruecke,1,1,2.0,0.005169,-0.01851,rekoppelnder_austritt
dio_mcm_episode_1fej2vb,dio_mcm_episode_0b7nep9,eintritt,aussen_zu_bruecke,1,1,2034.0,0.030813,0.00773,gemischter_austritt
dio_mcm_episode_1k0rrn2,dio_mcm_episode_1al8fjz,eintritt,aussen_zu_bruecke,1,1,1.0,-0.003087,0.003796,oeffnend_belastender_austritt
dio_mcm_episode_1nw8bq9,dio_mcm_episode_0qzjuvj,eintritt,aussen_zu_bruecke,1,1,3.0,-0.03521,0.046964,oeffnend_belastender_austritt
dio_mcm_episode_1q3u8v6,dio_mcm_episode_0db07p4,eintritt,aussen_zu_bruecke,1,1,2.0,-0.048613,0.06138,oeffnend_belastender_austritt
dio_mcm_episode_1rzvd1k,dio_mcm_episode_1joiyc3,eintritt,aussen_zu_bruecke,1,1,283.0,-0.158211,0.21964,oeffnend_belastender_austritt
dio_mcm_episode_05lquqm,dio_mcm_episode_0ej0lhx,austritt,bruecke_zu_aussen,1,1,2.0,-0.058379,0.06174,oeffnend_belastender_austritt
dio_mcm_episode_05lquqm,dio_mcm_episode_0jatqr8,austritt,bruecke_zu_aussen,1,1,2.0,0.005169,-0.01851,rekoppelnder_austritt
dio_mcm_episode_0b7nep9,dio_mcm_episode_0fljihc,austritt,bruecke_zu_aussen,1,1,931.0,-0.177129,0.186092,oeffnend_belastender_austritt
dio_mcm_episode_0b7nep9,dio_mcm_episode_0mm85pw,austritt,bruecke_zu_aussen,1,1,1284.0,-0.134429,0.141143,oeffnend_belastender_austritt
dio_mcm_episode_0b7nep9,dio_mcm_episode_0mw7rev,austritt,bruecke_zu_aussen,1,1,1141.0,-0.167054,0.182414,oeffnend_belastender_austritt
dio_mcm_episode_0b7nep9,dio_mcm_episode_0rz7ra9,austritt,bruecke_zu_aussen,1,1,2034.0,0.030813,0.00773,gemischter_austritt
dio_mcm_episode_0b7nep9,dio_mcm_episode_0tosxof,austritt,bruecke_zu_aussen,1,1,1972.0,0.008901,-0.028097,rekoppelnder_austritt
dio_mcm_episode_0b7nep9,dio_mcm_episode_0ykar6i,austritt,bruecke_zu_aussen,1,1,27.0,0.015733,-0.026082,rekoppelnder_austritt
dio_mcm_episode_0db07p4,dio_mcm_episode_04s5k7g,austritt,bruecke_zu_aussen,1,1,2.0,-0.048613,0.06138,oeffnend_belastender_austritt
dio_mcm_episode_0db07p4,dio_mcm_episode_0mqw5s3,austritt,bruecke_zu_aussen,1,1,38.0,-0.040883,0.06131,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_0jdgxa5,austritt,bruecke_zu_aussen,1,1,2007.0,-0.023727,0.04826,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_0lfde2c,austritt,bruecke_zu_aussen,1,1,1.0,-0.083614,0.065613,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_0mw7rev,austritt,bruecke_zu_aussen,1,1,25.0,-0.203185,0.22207,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_0n22aiv,austritt,bruecke_zu_aussen,1,1,1753.0,-0.026727,0.033136,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_19dxnmz,austritt,bruecke_zu_aussen,1,1,581.0,-0.153692,0.173211,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_19w9kxc,austritt,bruecke_zu_aussen,1,1,750.0,-0.173938,0.218916,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_1ej5zl7,austritt,bruecke_zu_aussen,1,1,532.0,0.015073,-0.015183,rekoppelnder_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_1pmt8u2,austritt,bruecke_zu_aussen,1,1,1985.0,0.002605,-0.004254,rekoppelnder_austritt
dio_mcm_episode_0jbl5pq,dio_mcm_episode_1nw8bq9,austritt,bruecke_zu_aussen,1,1,2.0,-0.008531,0.030863,oeffnend_belastender_austritt
dio_mcm_episode_1al8fjz,dio_mcm_episode_1k0rrn2,austritt,bruecke_zu_aussen,1,1,1.0,-0.026241,0.028258,oeffnend_belastender_austritt
dio_mcm_episode_1joiyc3,dio_mcm_episode_0h9ka55,austritt,bruecke_zu_aussen,1,1,733.0,-0.184751,0.227617,oeffnend_belastender_austritt
dio_mcm_episode_1joiyc3,dio_mcm_episode_0mm85pw,austritt,bruecke_zu_aussen,1,1,896.0,-0.18455,0.197734,oeffnend_belastender_austritt
dio_mcm_episode_1joiyc3,dio_mcm_episode_0sxikqi,austritt,bruecke_zu_aussen,1,1,283.0,-0.158211,0.21964,oeffnend_belastender_austritt
dio_mcm_episode_1joiyc3,dio_mcm_episode_19w9kxc,austritt,bruecke_zu_aussen,1,1,1119.0,-0.191029,0.201228,oeffnend_belastender_austritt
dio_mcm_episode_1joiyc3,dio_mcm_episode_1ahj81f,austritt,bruecke_zu_aussen,1,1,32.0,0.027736,-0.026407,rekoppelnder_austritt
dio_mcm_episode_1joiyc3,dio_mcm_episode_1rzvd1k,austritt,bruecke_zu_aussen,1,1,181.0,-0.089941,0.097028,oeffnend_belastender_austritt
dio_mcm_episode_1xx3u1e,dio_mcm_episode_077r0df,austritt,bruecke_zu_aussen,1,1,3.0,-0.007245,-0.002186,gemischter_austritt
dio_mcm_episode_0qzjuvj,dio_mcm_episode_18n06fj,austritt,bruecke_zu_bruecke,1,1,3.0,-0.03521,0.046964,oeffnend_belastender_austritt
dio_mcm_episode_0qzjuvj,dio_mcm_episode_18n06fj,eintritt,bruecke_zu_bruecke,1,1,3.0,-0.011298,-0.005082,gemischter_austritt
